cycle,out_valid,out_ready,in_frame,in_pass,in_y,in_x,out_data0,out_data1,out_data2,ch_done,row_cnt,col_cnt,row_odd,col_odd,win_valid,pixel_valid,prev_we,mem_we,pool_mem_addr,prev_reg0,prev_reg1,prev_reg2,pair0,pair1,pair2,mem_rd0,mem_rd1,mem_rd2,pool_valid,pool_ready,pool_data0,pool_data1,pool_data2,pool_ch_done,out_frame,out_pass,out_py,out_px,monitor_err
2119,1,1,1,1,3,13,27,0,1491,0,3,13,1,1,1,1,0,0,6,0,695,3507,27,695,3507,754,0,1448,1,1,754,695,3507,0,1,1,1,6,0
2120,1,1,1,1,3,14,0,0,503,0,3,14,1,0,0,1,1,0,7,0,695,3507,0,695,3507,0,0,100,0,1,0,695,3507,0,,,,,0
2121,1,1,1,1,3,15,0,0,38,0,3,15,1,1,1,1,0,0,7,0,0,503,0,0,503,0,0,100,1,1,0,0,503,0,1,1,1,7,0
2122,1,1,1,1,3,16,0,0,15,0,3,16,1,0,0,1,1,0,8,0,0,503,0,0,503,0,0,15,0,1,0,0,503,0,,,,,0
2123,1,1,1,1,3,17,0,0,15,0,3,17,1,1,1,1,0,0,8,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,1,8,0
2124,1,1,1,1,3,18,0,0,15,0,3,18,1,0,0,1,1,0,9,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2125,1,1,1,1,3,19,0,0,15,0,3,19,1,1,1,1,0,0,9,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,1,9,0
2126,1,1,1,1,3,20,0,0,15,0,3,20,1,0,0,1,1,0,10,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2127,1,1,1,1,3,21,0,0,15,0,3,21,1,1,1,1,0,0,10,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,1,10,0
2128,1,1,1,1,3,22,0,0,15,0,3,22,1,0,0,1,1,0,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2129,1,1,1,1,3,23,0,0,15,0,3,23,1,1,1,1,0,0,11,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,1,11,0
2130,1,1,1,1,3,24,0,0,15,0,3,24,1,0,0,1,1,0,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2131,1,1,1,1,3,25,0,0,15,0,3,25,1,1,1,1,0,0,12,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,1,12,0
2132,1,1,1,1,4,0,0,0,15,0,4,0,0,0,0,1,1,0,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2133,1,1,1,1,4,1,0,0,15,0,4,1,0,1,0,1,0,1,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2134,1,1,1,1,4,2,0,0,15,0,4,2,0,0,0,1,1,0,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2135,1,1,1,1,4,3,0,0,15,0,4,3,0,1,0,1,0,1,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2136,1,1,1,1,4,4,0,0,15,0,4,4,0,0,0,1,1,0,2,0,0,15,0,0,15,0,0,16,0,1,0,0,16,0,,,,,0
2137,1,1,1,1,4,5,137,0,0,0,4,5,0,1,0,1,0,1,2,0,0,15,137,0,15,0,0,16,0,1,137,0,16,0,,,,,0
2138,1,1,1,1,4,6,1455,21,0,0,4,6,0,0,0,1,1,0,3,0,0,15,1455,21,15,3118,0,4,0,1,3118,21,15,0,,,,,0
2139,1,1,1,1,4,7,5307,0,0,0,4,7,0,1,0,1,0,1,3,1455,21,0,5307,21,0,3118,0,4,0,1,5307,21,4,0,,,,,0
2140,1,1,1,1,4,8,5118,1104,0,0,4,8,0,0,0,1,1,0,4,1455,21,0,5118,1104,0,5541,554,1519,0,1,5541,1104,1519,0,,,,,0
2141,1,1,1,1,4,9,1152,1247,195,0,4,9,0,1,0,1,0,1,4,5118,1104,0,5118,1247,195,5541,554,1519,0,1,5541,1247,1519,0,,,,,0
2142,1,1,1,1,4,10,48,900,2726,0,4,10,0,0,0,1,1,0,5,5118,1104,0,5118,1104,2726,2398,338,3119,0,1,5118,1104,3119,0,,,,,0
2143,1,1,1,1,4,11,0,1590,4930,0,4,11,0,1,0,1,0,1,5,48,900,2726,48,1590,4930,2398,338,3119,0,1,2398,1590,4930,0,,,,,0
2144,1,1,1,1,4,12,0,1013,5365,0,4,12,0,0,0,1,1,0,6,48,900,2726,48,1013,5365,754,0,1448,0,1,754,1013,5365,0,,,,,0
2145,1,1,1,1,4,13,0,888,3270,0,4,13,0,1,0,1,0,1,6,0,1013,5365,0,1013,5365,754,0,1448,0,1,754,1013,5365,0,,,,,0
2146,1,1,1,1,4,14,0,0,1510,0,4,14,0,0,0,1,1,0,7,0,1013,5365,0,1013,5365,0,0,100,0,1,0,1013,5365,0,,,,,0
2147,1,1,1,1,4,15,0,0,154,0,4,15,0,1,0,1,0,1,7,0,0,1510,0,0,1510,0,0,100,0,1,0,0,1510,0,,,,,0
2148,1,1,1,1,4,16,0,0,15,0,4,16,0,0,0,1,1,0,8,0,0,1510,0,0,1510,0,0,15,0,1,0,0,1510,0,,,,,0
2149,1,1,1,1,4,17,0,0,15,0,4,17,0,1,0,1,0,1,8,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2150,1,1,1,1,4,18,0,0,15,0,4,18,0,0,0,1,1,0,9,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2151,1,1,1,1,4,19,0,0,15,0,4,19,0,1,0,1,0,1,9,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2152,1,1,1,1,4,20,0,0,15,0,4,20,0,0,0,1,1,0,10,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2153,1,1,1,1,4,21,0,0,15,0,4,21,0,1,0,1,0,1,10,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2154,1,1,1,1,4,22,0,0,15,0,4,22,0,0,0,1,1,0,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2155,1,1,1,1,4,23,0,0,15,0,4,23,0,1,0,1,0,1,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2156,1,1,1,1,4,24,0,0,15,0,4,24,0,0,0,1,1,0,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2157,1,1,1,1,4,25,0,0,15,0,4,25,0,1,0,1,0,1,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2158,1,1,1,1,5,0,0,0,15,0,5,0,1,0,0,1,1,0,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2159,1,1,1,1,5,1,0,0,15,0,5,1,1,1,1,1,0,0,0,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,2,0,0
2160,1,1,1,1,5,2,0,0,15,0,5,2,1,0,0,1,1,0,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2161,1,1,1,1,5,3,0,0,15,0,5,3,1,1,1,1,0,0,1,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,2,1,0
2162,1,1,1,1,5,4,0,0,15,0,5,4,1,0,0,1,1,0,2,0,0,15,0,0,15,137,0,15,0,1,137,0,15,0,,,,,0
2163,1,1,1,1,5,5,36,16,0,0,5,5,1,1,1,1,0,0,2,0,0,15,36,16,15,137,0,15,1,1,137,16,15,0,1,1,2,2,0
2164,1,1,1,1,5,6,704,158,0,0,5,6,1,0,0,1,1,0,3,0,0,15,704,158,15,5307,21,0,0,1,5307,158,15,0,,,,,0
2165,1,1,1,1,5,7,2533,309,0,0,5,7,1,1,1,1,0,0,3,704,158,0,2533,309,0,5307,21,0,1,1,5307,309,0,0,1,1,2,3,0
2166,1,1,1,1,5,8,2286,494,0,0,5,8,1,0,0,1,1,0,4,704,158,0,2286,494,0,5118,1247,195,0,1,5118,1247,195,0,,,,,0
2167,1,1,1,1,5,9,0,1496,0,0,5,9,1,1,1,1,0,0,4,2286,494,0,2286,1496,0,5118,1247,195,1,1,5118,1496,195,0,1,1,2,4,0
2168,1,1,1,1,5,10,0,951,691,0,5,10,1,0,0,1,1,0,5,2286,494,0,2286,951,691,48,1590,4930,0,1,2286,1590,4930,0,,,,,0
2169,1,1,1,1,5,11,0,1102,3169,0,5,11,1,1,1,1,0,0,5,0,951,691,0,1102,3169,48,1590,4930,1,1,48,1590,4930,0,1,1,2,5,0
2170,1,1,1,1,5,12,0,380,5358,0,5,12,1,0,0,1,1,0,6,0,951,691,0,951,5358,0,1013,5365,0,1,0,1013,5365,0,,,,,0
2171,1,1,1,1,5,13,0,973,4903,0,5,13,1,1,1,1,0,0,6,0,380,5358,0,973,5358,0,1013,5365,1,1,0,1013,5365,0,1,1,2,6,0
2172,1,1,1,1,5,14,0,0,3385,0,5,14,1,0,0,1,1,0,7,0,380,5358,0,380,5358,0,0,1510,0,1,0,380,5358,0,,,,,0
2173,1,1,1,1,5,15,0,0,732,0,5,15,1,1,1,1,0,0,7,0,0,3385,0,0,3385,0,0,1510,1,1,0,0,3385,0,1,1,2,7,0
2174,1,1,1,1,5,16,0,0,55,0,5,16,1,0,0,1,1,0,8,0,0,3385,0,0,3385,0,0,15,0,1,0,0,3385,0,,,,,0
2175,1,1,1,1,5,17,0,0,20,0,5,17,1,1,1,1,0,0,8,0,0,55,0,0,55,0,0,15,1,1,0,0,55,0,1,1,2,8,0
2176,1,1,1,1,5,18,0,0,15,0,5,18,1,0,0,1,1,0,9,0,0,55,0,0,55,0,0,15,0,1,0,0,55,0,,,,,0
2177,1,1,1,1,5,19,0,0,15,0,5,19,1,1,1,1,0,0,9,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,2,9,0
2178,1,1,1,1,5,20,0,0,15,0,5,20,1,0,0,1,1,0,10,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2179,1,1,1,1,5,21,0,0,15,0,5,21,1,1,1,1,0,0,10,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,2,10,0
2180,1,1,1,1,5,22,0,0,15,0,5,22,1,0,0,1,1,0,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2181,1,1,1,1,5,23,0,0,15,0,5,23,1,1,1,1,0,0,11,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,2,11,0
2182,1,1,1,1,5,24,0,0,15,0,5,24,1,0,0,1,1,0,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2183,1,1,1,1,5,25,0,0,15,0,5,25,1,1,1,1,0,0,12,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,2,12,0
2184,1,1,1,1,6,0,0,0,15,0,6,0,0,0,0,1,1,0,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2185,1,1,1,1,6,1,0,0,15,0,6,1,0,1,0,1,0,1,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2186,1,1,1,1,6,2,0,0,15,0,6,2,0,0,0,1,1,0,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2187,1,1,1,1,6,3,0,0,15,0,6,3,0,1,0,1,0,1,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2188,1,1,1,1,6,4,0,0,15,0,6,4,0,0,0,1,1,0,2,0,0,15,0,0,15,137,0,15,0,1,137,0,15,0,,,,,0
2189,1,1,1,1,6,5,0,0,0,0,6,5,0,1,0,1,0,1,2,0,0,15,0,0,15,137,0,15,0,1,137,0,15,0,,,,,0
2190,1,1,1,1,6,6,0,0,0,0,6,6,0,0,0,1,1,0,3,0,0,15,0,0,15,5307,21,0,0,1,5307,21,15,0,,,,,0
2191,1,1,1,1,6,7,142,0,0,0,6,7,0,1,0,1,0,1,3,0,0,0,142,0,0,5307,21,0,0,1,5307,21,0,0,,,,,0
2192,1,1,1,1,6,8,420,0,0,0,6,8,0,0,0,1,1,0,4,0,0,0,420,0,0,5118,1247,195,0,1,5118,1247,195,0,,,,,0
2193,1,1,1,1,6,9,0,0,0,0,6,9,0,1,0,1,0,1,4,420,0,0,420,0,0,5118,1247,195,0,1,5118,1247,195,0,,,,,0
2194,1,1,1,1,6,10,0,0,0,0,6,10,0,0,0,1,1,0,5,420,0,0,420,0,0,48,1590,4930,0,1,420,1590,4930,0,,,,,0
2195,1,1,1,1,6,11,0,1474,1003,0,6,11,0,1,0,1,0,1,5,0,0,0,0,1474,1003,48,1590,4930,0,1,48,1590,4930,0,,,,,0
2196,1,1,1,1,6,12,3,1468,3595,0,6,12,0,0,0,1,1,0,6,0,0,0,3,1468,3595,0,1013,5365,0,1,3,1468,5365,0,,,,,0
2197,1,1,1,1,6,13,0,1476,5217,0,6,13,0,1,0,1,0,1,6,3,1468,3595,3,1476,5217,0,1013,5365,0,1,3,1476,5365,0,,,,,0
2198,1,1,1,1,6,14,0,1420,5440,0,6,14,0,0,0,1,1,0,7,3,1468,3595,3,1468,5440,0,0,1510,0,1,3,1468,5440,0,,,,,0
2199,1,1,1,1,6,15,0,0,2447,0,6,15,0,1,0,1,0,1,7,0,1420,5440,0,1420,5440,0,0,1510,0,1,0,1420,5440,0,,,,,0
2200,1,1,1,1,6,16,243,0,524,0,6,16,0,0,0,1,1,0,8,0,1420,5440,243,1420,5440,0,0,15,0,1,243,1420,5440,0,,,,,0
2201,1,1,1,1,6,17,0,0,123,0,6,17,0,1,0,1,0,1,8,243,0,524,243,0,524,0,0,15,0,1,243,0,524,0,,,,,0
2202,1,1,1,1,6,18,0,0,15,0,6,18,0,0,0,1,1,0,9,243,0,524,243,0,524,0,0,15,0,1,243,0,524,0,,,,,0
2203,1,1,1,1,6,19,0,0,15,0,6,19,0,1,0,1,0,1,9,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2204,1,1,1,1,6,20,0,0,15,0,6,20,0,0,0,1,1,0,10,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2205,1,1,1,1,6,21,0,0,15,0,6,21,0,1,0,1,0,1,10,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2206,1,1,1,1,6,22,0,0,15,0,6,22,0,0,0,1,1,0,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2207,1,1,1,1,6,23,0,0,15,0,6,23,0,1,0,1,0,1,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2208,1,1,1,1,6,24,0,0,15,0,6,24,0,0,0,1,1,0,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2209,1,1,1,1,6,25,0,0,15,0,6,25,0,1,0,1,0,1,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2210,1,1,1,1,7,0,0,0,15,0,7,0,1,0,0,1,1,0,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2211,1,1,1,1,7,1,0,0,15,0,7,1,1,1,1,1,0,0,0,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,3,0,0
2212,1,1,1,1,7,2,0,0,15,0,7,2,1,0,0,1,1,0,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2213,1,1,1,1,7,3,0,0,15,0,7,3,1,1,1,1,0,0,1,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,3,1,0
2214,1,1,1,1,7,4,0,0,15,0,7,4,1,0,0,1,1,0,2,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2215,1,1,1,1,7,5,0,0,15,0,7,5,1,1,1,1,0,0,2,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,3,2,0
2216,1,1,1,1,7,6,0,0,0,0,7,6,1,0,0,1,1,0,3,0,0,15,0,0,15,142,0,0,0,1,142,0,15,0,,,,,0
2217,1,1,1,1,7,7,0,0,0,0,7,7,1,1,1,1,0,0,3,0,0,0,0,0,0,142,0,0,1,1,142,0,0,0,1,1,3,3,0
2218,1,1,1,1,7,8,250,0,0,0,7,8,1,0,0,1,1,0,4,0,0,0,250,0,0,420,0,0,0,1,420,0,0,0,,,,,0
2219,1,1,1,1,7,9,199,0,0,0,7,9,1,1,1,1,0,0,4,250,0,0,250,0,0,420,0,0,1,1,420,0,0,0,1,1,3,4,0
2220,1,1,1,1,7,10,1739,0,0,0,7,10,1,0,0,1,1,0,5,250,0,0,1739,0,0,0,1474,1003,0,1,1739,1474,1003,0,,,,,0
2221,1,1,1,1,7,11,1845,99,0,0,7,11,1,1,1,1,0,0,5,1739,0,0,1845,99,0,0,1474,1003,1,1,1845,1474,1003,0,1,1,3,5,0
2222,1,1,1,1,7,12,106,978,1001,0,7,12,1,0,0,1,1,0,6,1739,0,0,1739,978,1001,3,1476,5217,0,1,1739,1476,5217,0,,,,,0
2223,1,1,1,1,7,13,0,1196,4108,0,7,13,1,1,1,1,0,0,6,106,978,1001,106,1196,4108,3,1476,5217,1,1,106,1476,5217,0,1,1,3,6,0
2224,1,1,1,1,7,14,0,2152,6105,0,7,14,1,0,0,1,1,0,7,106,978,1001,106,2152,6105,0,1420,5440,0,1,106,2152,6105,0,,,,,0
2225,1,1,1,1,7,15,0,971,4560,0,7,15,1,1,1,1,0,0,7,0,2152,6105,0,2152,6105,0,1420,5440,1,1,0,2152,6105,0,1,1,3,7,0
2226,1,1,1,1,7,16,0,168,1549,0,7,16,1,0,0,1,1,0,8,0,2152,6105,0,2152,6105,243,0,524,0,1,243,2152,6105,0,,,,,0
2227,1,1,1,1,7,17,0,0,460,0,7,17,1,1,1,1,0,0,8,0,168,1549,0,168,1549,243,0,524,1,1,243,168,1549,0,1,1,3,8,0
2228,1,1,1,1,7,18,0,0,20,0,7,18,1,0,0,1,1,0,9,0,168,1549,0,168,1549,0,0,15,0,1,0,168,1549,0,,,,,0
2229,1,1,1,1,7,19,0,0,15,0,7,19,1,1,1,1,0,0,9,0,0,20,0,0,20,0,0,15,1,1,0,0,20,0,1,1,3,9,0
2230,1,1,1,1,7,20,0,0,15,0,7,20,1,0,0,1,1,0,10,0,0,20,0,0,20,0,0,15,0,1,0,0,20,0,,,,,0
2231,1,1,1,1,7,21,0,0,15,0,7,21,1,1,1,1,0,0,10,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,3,10,0
2232,1,1,1,1,7,22,0,0,15,0,7,22,1,0,0,1,1,0,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2233,1,1,1,1,7,23,0,0,15,0,7,23,1,1,1,1,0,0,11,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,3,11,0
2234,1,1,1,1,7,24,0,0,15,0,7,24,1,0,0,1,1,0,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2235,1,1,1,1,7,25,0,0,15,0,7,25,1,1,1,1,0,0,12,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,3,12,0
2236,1,1,1,1,8,0,0,0,15,0,8,0,0,0,0,1,1,0,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2237,1,1,1,1,8,1,0,0,15,0,8,1,0,1,0,1,0,1,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2238,1,1,1,1,8,2,0,0,15,0,8,2,0,0,0,1,1,0,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2239,1,1,1,1,8,3,0,0,15,0,8,3,0,1,0,1,0,1,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2240,1,1,1,1,8,4,0,0,15,0,8,4,0,0,0,1,1,0,2,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2241,1,1,1,1,8,5,0,0,15,0,8,5,0,1,0,1,0,1,2,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2242,1,1,1,1,8,6,0,0,15,0,8,6,0,0,0,1,1,0,3,0,0,15,0,0,15,142,0,0,0,1,142,0,15,0,,,,,0
2243,1,1,1,1,8,7,0,0,15,0,8,7,0,1,0,1,0,1,3,0,0,15,0,0,15,142,0,0,0,1,142,0,15,0,,,,,0
2244,1,1,1,1,8,8,0,0,0,0,8,8,0,0,0,1,1,0,4,0,0,15,0,0,15,420,0,0,0,1,420,0,15,0,,,,,0
2245,1,1,1,1,8,9,341,0,0,0,8,9,0,1,0,1,0,1,4,0,0,0,341,0,0,420,0,0,0,1,420,0,0,0,,,,,0
2246,1,1,1,1,8,10,2079,0,0,0,8,10,0,0,0,1,1,0,5,0,0,0,2079,0,0,0,1474,1003,0,1,2079,1474,1003,0,,,,,0
2247,1,1,1,1,8,11,2045,0,0,0,8,11,0,1,0,1,0,1,5,2079,0,0,2079,0,0,0,1474,1003,0,1,2079,1474,1003,0,,,,,0
2248,1,1,1,1,8,12,0,1105,0,0,8,12,0,0,0,1,1,0,6,2079,0,0,2079,1105,0,3,1476,5217,0,1,2079,1476,5217,0,,,,,0
2249,1,1,1,1,8,13,0,1112,1175,0,8,13,0,1,0,1,0,1,6,0,1105,0,0,1112,1175,3,1476,5217,0,1,3,1476,5217,0,,,,,0
2250,1,1,1,1,8,14,0,1087,4516,0,8,14,0,0,0,1,1,0,7,0,1105,0,0,1105,4516,0,1420,5440,0,1,0,1420,5440,0,,,,,0
2251,1,1,1,1,8,15,0,181,6034,0,8,15,0,1,0,1,0,1,7,0,1087,4516,0,1087,6034,0,1420,5440,0,1,0,1420,6034,0,,,,,0
2252,1,1,1,1,8,16,0,220,3637,0,8,16,0,0,0,1,1,0,8,0,1087,4516,0,1087,4516,243,0,524,0,1,243,1087,4516,0,,,,,0
2253,1,1,1,1,8,17,0,0,1610,0,8,17,0,1,0,1,0,1,8,0,220,3637,0,220,3637,243,0,524,0,1,243,220,3637,0,,,,,0
2254,1,1,1,1,8,18,0,0,172,0,8,18,0,0,0,1,1,0,9,0,220,3637,0,220,3637,0,0,15,0,1,0,220,3637,0,,,,,0
2255,1,1,1,1,8,19,0,0,15,0,8,19,0,1,0,1,0,1,9,0,0,172,0,0,172,0,0,15,0,1,0,0,172,0,,,,,0
2256,1,1,1,1,8,20,0,0,15,0,8,20,0,0,0,1,1,0,10,0,0,172,0,0,172,0,0,15,0,1,0,0,172,0,,,,,0
2257,1,1,1,1,8,21,0,0,15,0,8,21,0,1,0,1,0,1,10,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2258,1,1,1,1,8,22,0,0,15,0,8,22,0,0,0,1,1,0,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2259,1,1,1,1,8,23,0,0,15,0,8,23,0,1,0,1,0,1,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2260,1,1,1,1,8,24,0,0,15,0,8,24,0,0,0,1,1,0,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2261,1,1,1,1,8,25,0,0,15,0,8,25,0,1,0,1,0,1,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2262,1,1,1,1,9,0,0,0,15,0,9,0,1,0,0,1,1,0,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2263,1,1,1,1,9,1,0,0,15,0,9,1,1,1,1,1,0,0,0,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,4,0,0
2264,1,1,1,1,9,2,0,0,15,0,9,2,1,0,0,1,1,0,1,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2265,1,1,1,1,9,3,0,0,15,0,9,3,1,1,1,1,0,0,1,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,4,1,0
2266,1,1,1,1,9,4,0,0,15,0,9,4,1,0,0,1,1,0,2,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2267,1,1,1,1,9,5,0,0,15,0,9,5,1,1,1,1,0,0,2,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,4,2,0
2268,1,1,1,1,9,6,0,0,15,0,9,6,1,0,0,1,1,0,3,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2269,1,1,1,1,9,7,0,0,16,0,9,7,1,1,1,1,0,0,3,0,0,15,0,0,16,0,0,15,1,1,0,0,16,0,1,1,4,3,0
2270,1,1,1,1,9,8,0,0,0,0,9,8,1,0,0,1,1,0,4,0,0,15,0,0,15,341,0,0,0,1,341,0,15,0,,,,,0
2271,1,1,1,1,9,9,0,0,0,0,9,9,1,1,1,1,0,0,4,0,0,0,0,0,0,341,0,0,1,1,341,0,0,0,1,1,4,4,0
2272,1,1,1,1,9,10,222,0,0,0,9,10,1,0,0,1,1,0,5,0,0,0,222,0,0,2079,0,0,0,1,2079,0,0,0,,,,,0
2273,1,1,1,1,9,11,864,0,0,0,9,11,1,1,1,1,0,0,5,222,0,0,864,0,0,2079,0,0,1,1,2079,0,0,0,1,1,4,5,0
2274,1,1,1,1,9,12,103,0,0,0,9,12,1,0,0,1,1,0,6,222,0,0,222,0,0,0,1112,1175,0,1,222,1112,1175,0,,,,,0
2275,1,1,1,1,9,13,0,0,0,0,9,13,1,1,1,1,0,0,6,103,0,0,103,0,0,0,1112,1175,1,1,103,1112,1175,0,1,1,4,6,0
2276,1,1,1,1,9,14,0,1704,2343,0,9,14,1,0,0,1,1,0,7,103,0,0,103,1704,2343,0,1087,6034,0,1,103,1704,6034,0,,,,,0
2277,1,1,1,1,9,15,0,1433,5281,0,9,15,1,1,1,1,0,0,7,0,1704,2343,0,1704,5281,0,1087,6034,1,1,0,1704,6034,0,1,1,4,7,0
2278,1,1,1,1,9,16,0,1850,5017,0,9,16,1,0,0,1,1,0,8,0,1704,2343,0,1850,5017,0,220,3637,0,1,0,1850,5017,0,,,,,0
2279,1,1,1,1,9,17,0,471,3654,0,9,17,1,1,1,1,0,0,8,0,1850,5017,0,1850,5017,0,220,3637,1,1,0,1850,5017,0,1,1,4,8,0
2280,1,1,1,1,9,18,0,0,947,0,9,18,1,0,0,1,1,0,9,0,1850,5017,0,1850,5017,0,0,172,0,1,0,1850,5017,0,,,,,0
2281,1,1,1,1,9,19,0,0,51,0,9,19,1,1,1,1,0,0,9,0,0,947,0,0,947,0,0,172,1,1,0,0,947,0,1,1,4,9,0
2282,1,1,1,1,9,20,0,0,15,0,9,20,1,0,0,1,1,0,10,0,0,947,0,0,947,0,0,15,0,1,0,0,947,0,,,,,0
2283,1,1,1,1,9,21,0,0,15,0,9,21,1,1,1,1,0,0,10,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,4,10,0
2284,1,1,1,1,9,22,0,0,15,0,9,22,1,0,0,1,1,0,11,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2285,1,1,1,1,9,23,0,0,15,0,9,23,1,1,1,1,0,0,11,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,4,11,0
2286,1,1,1,1,9,24,0,0,15,0,9,24,1,0,0,1,1,0,12,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2287,1,1,1,1,9,25,0,0,15,0,9,25,1,1,1,1,0,0,12,0,0,15,0,0,15,0,0,15,1,1,0,0,15,0,1,1,4,12,0
2288,1,1,1,1,10,0,0,0,15,0,10,0,0,0,0,1,1,0,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
2289,1,1,1,1,10,1,0,0,15,0,10,1,0,1,0,1,0,1,0,0,0,15,0,0,15,0,0,15,0,1,0,0,15,0,,,,,0
